TestSeason,TrainingMatches,TestingMatches,Accuracy,LogLoss,Bets,WinRate,AverageOdds,AverageEV,Profit,ROI,MaxDrawdown
2021,6743,3521,0.5049701789264414,1.0044015807002342,374,0.3663101604278075,2.442860962566845,0.2706890023946683,-44.39,-0.11868983957219252,47.72999999999999
2022,10264,3523,0.5376099914845303,0.9842715762858462,396,0.43686868686868685,2.4817929292929293,0.27402915084646007,28.97,0.07315656565656566,19.699999999999996
2023,13787,3456,0.5263310185185185,0.9785281411245605,358,0.3854748603351955,2.4770111731843576,0.25236437158547603,-19.930000000000003,-0.05567039106145252,46.849999999999994
2024,17243,3454,0.5156340474811812,0.9934798236221746,324,0.39814814814814814,2.4717901234567896,0.26282071691592973,-11.740000000000009,-0.036234567901234596,35.870000000000005
2025,20697,3452,0.4959443800695249,1.0020536680764571,317,0.334384858044164,2.4747634069400632,0.26077365562822313,-63.230000000000004,-0.19946372239747634,62.48000000000001
