TestSeason,Date,HomeTeam,AwayTeam,Bet,ModelProb,Odds,EV,ActualResult,Profit,Won
2021,2021-11-20,Barcelona,Espanol,home,0.8135109282156966,1.36,0.10637486237334737,home,0.3600000000000001,True
2021,2021-11-20,Celta,Villarreal,draw,0.30649868520285467,3.3,0.011445661169420251,draw,2.3,True
2021,2021-11-20,Sevilla,Alaves,home,0.8161801058852062,1.44,0.17529935247469686,draw,-1.0,False
2021,2021-11-21,Granada,Real Madrid,away,0.7209501426163352,1.45,0.04537770679368602,away,0.44999999999999996,True
2021,2021-11-21,Sociedad,Valencia,away,0.20477202696813535,4.75,-0.027332871901357136,draw,-1.0,False
2021,2021-11-21,Getafe,Cadiz,draw,0.36842987158019574,3.1,0.14213260189860688,home,-1.0,False
2021,2021-11-21,Elche,Betis,draw,0.2961801952390635,3.4,0.007012663812816067,away,-1.0,False
2021,2021-11-22,Vallecano,Mallorca,draw,0.28779038547237185,3.5,0.007266349153301377,home,-1.0,False
2021,2021-11-26,Ath Bilbao,Granada,away,0.17247713680676915,9.5,0.6385327996643069,draw,-1.0,False
2021,2021-11-27,Alaves,Celta,draw,0.4018207602306682,3.1,0.24564435671507145,away,-1.0,False
2021,2021-11-27,Mallorca,Getafe,home,0.5078845108918435,2.3,0.16813437505123985,draw,-1.0,False
2021,2021-11-27,Valencia,Vallecano,away,0.3450818105402408,3.9,0.34581906110693894,draw,-1.0,False
2021,2021-11-27,Villarreal,Barcelona,away,0.567915311019442,2.6,0.4765798086505493,away,1.6,True
2021,2021-11-28,Betis,Levante,home,0.6755791522039201,1.66,0.1214613926585073,home,0.6599999999999999,True
2021,2021-11-28,Cadiz,Ath Madrid,away,0.778819985839761,1.5,0.16822997875964152,away,0.5,True
2021,2021-11-28,Espanol,Sociedad,away,0.5362985984170514,2.3,0.2334867763592181,home,-1.0,False
2021,2021-11-28,Real Madrid,Sevilla,away,0.3393648344389614,4.75,0.6119829635850669,home,-1.0,False
2021,2021-11-29,Osasuna,Elche,home,0.5500336220998666,1.8,-0.009939480220240049,draw,-1.0,False
2021,2021-12-01,Real Madrid,Ath Bilbao,home,0.7774719002516197,1.44,0.1195595363623323,home,0.43999999999999995,True
2021,2021-12-03,Granada,Alaves,home,0.49779728619911995,2.37,0.17977956829191433,home,1.37,True
2021,2021-12-04,Sevilla,Villarreal,home,0.715589025679377,2.0,0.431178051358754,home,1.0,True
2021,2021-12-04,Sociedad,Real Madrid,away,0.6054703841217208,2.25,0.3623083642738718,away,1.25,True
2021,2021-12-04,Ath Madrid,Mallorca,home,0.8533642568833216,1.3,0.10937353394831817,away,-1.0,False
2021,2021-12-04,Barcelona,Betis,away,0.2497144947987979,6.5,0.6231442161921863,away,5.5,True
2021,2021-12-05,Vallecano,Espanol,home,0.6140436419149864,2.15,0.3201938301172207,home,1.15,True
2021,2021-12-05,Levante,Osasuna,away,0.37609769396231985,3.1,0.1659028512831915,draw,-1.0,False
2021,2021-12-05,Elche,Cadiz,home,0.5257214411926017,2.05,0.07772895444483341,home,1.0499999999999998,True
2021,2021-12-05,Celta,Valencia,away,0.3297431454912894,3.75,0.2365367955923352,away,2.75,True
2021,2021-12-06,Getafe,Ath Bilbao,draw,0.3927702571718102,3.0,0.17831077151543062,draw,2.0,True
2021,2021-12-10,Mallorca,Celta,draw,0.34564035667373144,3.0,0.03692107002119438,draw,2.0,True
2021,2021-12-11,Alaves,Getafe,home,0.4715672886390364,2.45,0.15533985716563925,draw,-1.0,False
2021,2021-12-11,Ath Bilbao,Sevilla,away,0.5947783143155791,3.1,0.8438127743782955,away,2.1,True
2021,2021-12-11,Espanol,Levante,draw,0.3521679593227677,3.3,0.16215426576513337,home,-1.0,False
2021,2021-12-11,Valencia,Elche,home,0.5713479324615541,1.75,-0.00014111819228024292,home,0.75,True
2021,2021-12-12,Villarreal,Vallecano,away,0.35455187789401227,4.75,0.6841214199965582,home,-1.0,False
2021,2021-12-12,Real Madrid,Ath Madrid,away,0.3567184500561006,3.6,0.28418642020196216,home,-1.0,False
2021,2021-12-12,Betis,Sociedad,away,0.36073554990317164,3.3,0.19042731468046625,home,-1.0,False
2021,2021-12-12,Osasuna,Barcelona,away,0.5750421881782607,1.9,0.0925801575386953,draw,-1.0,False
2021,2021-12-13,Cadiz,Granada,draw,0.3439567150830901,3.1,0.06626581675757937,draw,2.1,True
2021,2021-12-17,Celta,Espanol,home,0.5427547341318685,1.95,0.05837173155714348,home,0.95,True
2021,2021-12-18,Barcelona,Elche,home,0.7765132442323797,1.3,0.009467217502093561,home,0.30000000000000004,True
2021,2021-12-18,Sevilla,Ath Madrid,away,0.46840340711664474,2.8,0.31152953992660515,home,-1.0,False
2021,2021-12-18,Sociedad,Villarreal,home,0.5131752125334057,2.15,0.10332670694682222,away,-1.0,False
2021,2021-12-18,Vallecano,Alaves,home,0.5906001882258727,1.72,0.015832323748500965,home,0.72,True
2021,2021-12-19,Real Madrid,Cadiz,home,0.9211542370002406,1.2,0.1053850844002886,draw,-1.0,False
2021,2021-12-19,Granada,Mallorca,home,0.45407069517113596,2.5,0.1351767379278399,home,1.5,True
