TestSeason,Bets,WinRate,AverageOdds,AverageEV,Profit,ROI,MaxDrawdown
2021,70,0.44285714285714284,2.390571428571428,0.34285104925378224,3.2800000000000002,0.04685714285714286,8.35
2022,48,0.3958333333333333,2.495833333333333,0.31959358292068096,0.4399999999999995,0.009166666666666656,11.45
2023,54,0.48148148148148145,2.436851851851852,0.28703876011844126,8.719999999999999,0.16148148148148145,5.0
2024,39,0.46153846153846156,2.504102564102564,0.2488973110425293,6.6999999999999975,0.17179487179487174,7.0
2025,41,0.43902439024390244,2.3846341463414635,0.2813885524712242,0.35999999999999854,0.008780487804878013,3.3500000000000005
