TestSeason,Bets,Wins,WinRate,AverageOdds,AverageEV,Profit,ROI,MaxDrawdown
2021,374,137,0.3663101604278075,2.442860962566845,0.2706890023946683,-44.39,-0.11868983957219252,47.72999999999999
2022,396,173,0.43686868686868685,2.4817929292929293,0.27402915084646007,28.97,0.07315656565656566,19.699999999999996
2023,358,138,0.3854748603351955,2.4770111731843576,0.25236437158547603,-19.930000000000003,-0.05567039106145252,46.849999999999994
2024,324,129,0.39814814814814814,2.4717901234567896,0.26282071691592973,-11.740000000000009,-0.036234567901234596,35.870000000000005
2025,317,106,0.334384858044164,2.4747634069400632,0.26077365562822313,-63.230000000000004,-0.19946372239747634,62.48000000000001
